Codigo,Ciudad,Departamento,Barrio,Direccion,Area Terreno,Area Construida,Detalle Disponibilidad,Estrato,Precio,Tipo de Inmueble,Datos Adicionales
19214,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 208,0,0,COMERCIALIZABLE VENTA ANTICIPADA,SEIS,159019520,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19198,VALENCIA,CÓRDOBA,,Predio La Cabaña - Vereda Tinajones - Corregimiento Villanueva,0,0,COMERCIALIZABLE TERCEROS,RURAL,145587375,FINCA,"LOTE CON CONSTRUCCION LA CABAÑA UBICADO EN EL CORREGIMIENTO DE VILLANUEVA, DEL MUNICIPIO DE VALENCIA, DEPARTAMENTO DE CÓRDOBA,USO PRINCIPAL:
GENERACIÓN DE PRODUCTOS AGRÍCOLAS CON FORESTALES MADERABLES Y NO MADERABLES, BAJO EL CONCEPTO DE MANEJO SOSTE"
18795,BARRANQUILLA,ATLÁNTICO,,CL. 50 # 10 SUR -55,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,144636000,LOTE VIVIENDA,CISA VENDE SOLO EL LOTE. LA CONSTRUCCION ES DE TERCEROS
11787,SANTANDER DE QUILICHAO,CAUCA,PARQUE IND CAUCADESA,LT 8 ET I  PARQUE INDUSTRIAL  CAUCADESA,46126,0,COMERCIALIZABLE CON RESTRICCION,RURAL,1416213286,LOTE INDUSTRIAL,"LOTE TERRENO NETO , EN PROINDIVISO, SEMI-URBANIZADO, DE CONFIGURACION IRREGULAR UBICADO EN ZONA INDUSTRIAL PROPICIO PARA EL DESARROLLO DE BODEGAS."
19220,TULUA,VALLE DEL CAUCA,,Calle 42 A No. 24-79,0,0,COMERCIALIZABLE TERCEROS,CUATRO,130099200,LOTE VIVIENDA,
18568,PEREIRA,RISARALDA,,LOTE - 2,0,0,COMERCIALIZABLE CON RESTRICCION,RURAL,1101246490,BODEGA,
2669,LA CALERA,CUNDINAMARCA,LA CALERA,LOTE 3 PARCELACIÓN LOS CERROS HACIENDA SAN RAFAEL,30000,0,COMERCIALIZABLE CON RESTRICCION,RURAL,552000000,LOTE VIVIENDA,
19199,VALENCIA,CÓRDOBA,,Predio Finca Sam Andrés - Vereda Tinajones - Corregimiento Villanueva,0,0,COMERCIALIZABLE TERCEROS,RURAL,100645710,FINCA,"INMUEBLE RURAL DESTINADO A GANADERÍA, EL PREDIO EN SU MAYORÍA CUENTA CON UNA TOPOGRAFÍA PLANA,  EL PREDIO CUENTA CON SUMINISTRO DE ENERGÍA ELÉCTRICA."
17350,PEREIRA,RISARALDA,AV 30 DE AGOSTO,CLL 69 O ACEESO A CUBA AV.  30 DE AGOSTO LOTE 10,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,100138200,LOTE VIVIENDA,
18806,BARRANQUILLA,ATLÁNTICO,,CL. 45G # 16 SUR-08,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,99324000,LOTE VIVIENDA,CISA VENDE SOLO EL LOTE. LA CONSTRUCCION ES DE TERCEROS
12115,CALIMA EL DARIEN,VALLE DEL CAUCA,VEREDA PALERMO,LT 1C,64000,700,COMERCIALIZABLE FIDUCIA,RURAL,1042886694,LOTE VIVIENDA,"LOTE DE TERRENO QUE HACE PARTE DEL PROYECTO CALIMA RESORT, SECTOR QUE SE CARACTERIZA POR SER UNO DE LOS SITIOS MÁS IMPORTANTES DE INTERÉS AMBIENTAL, PAISAJÍSTICO Y RECREACIONAL DEL VALLE DEL CAUCA."
19005,TIERRALTA,CÓRDOBA,,CR 8 A NO. 8-42 - BRR. 20 DE JULIO,0,0,COMERCIALIZABLE TERCEROS,UNO,98360090,CASA,INMUEBLE PROPIEDAD DE LA UNIDAD DE REPARACIÓN DE VÍCTIMAS - UARIV
17107,ACANDI,CHOCÓ,,CORREGIMIENTO TITUMATE,0,0,COMERCIALIZABLE,COMERCIAL,93776684.08,LOTE VIVIENDA,"GRAN OPORTUNIDAD DE INVERSIÓN LOTE CON ÁREA DE 720 M2 UBICADO EN ACANDÍ – CHOCO, EL SECTOR DONDE SE ENCUENTRA UBICADO EL LOTE, PREDOMINA EL USO RESIDENCIAL DE TIPO UNIFAMILIAR. TOPOGRAFÍA PLANA."
19338,TARAZA,ANTIOQUIA,,APARTAMENTO 101 BLOQUE 1,0,0,COMERCIALIZABLE TERCEROS,DOS,83179100,APARTAMENTO,"APARTAMENTO 101 ÁREA APROXIMADA DE 105.29 M2, BLOQUE 1 URBANIZACIÓN SAN MARTIN MUNICIPIO TARAZÁ, BUENAS VIAS DE ACCESO"
17344,PEREIRA,RISARALDA,AV 30 DE AGOSTO,AVENIDA 30 DE AGOSTO CLL 69 O ACCESO A CUBA LOTE J. IDENT. COMO LOTE 20,0,0,COMERCIALIZABLE CON RESTRICCION,CUATRO,80844118.53,LOTE VIVIENDA,
18632,BOGOTA,CUNDINAMARCA,,CARRERA 9 # 17 - 54 OFICINA 508,0,0,COMERCIALIZABLE,COMERCIAL,77202090,OFICINA,
12119,CALIMA EL DARIEN,VALLE DEL CAUCA,VEREDA PALERMO,LT 3B4,37861.33,1765,COMERCIALIZABLE FIDUCIA,RURAL,810975010,LOTE VIVIENDA,"LOTE DE TERRENO QUE HACE PARTE DEL PROYECTO CALIMA RESORT, SECTOR QUE SE CARACTERIZA POR SER UNO DE LOS SITIOS MÁS IMPORTANTES DE INTERÉS AMBIENTAL, PAISAJÍSTICO Y RECREACIONAL DEL VALLE DEL CAUCA."
19218,VILLAVICENCIO,META,,Carrera 21 B No. 36-02 Manzana H Casa 1,0,0,COMERCIALIZABLE TERCEROS,TRES,72976720,CASA,
17106,ACANDI,CHOCÓ,,CORREGIMIENTO DE GILGAL,0,0,COMERCIALIZABLE CON RESTRICCION,COMERCIAL,67320232.56,LOTE VIVIENDA,"GRAN OPORTUNIDAD DE INVERSIÓN LOTE CON ÁREA DE 589 M2 UBICADO EN ACANDÍ – CHOCO, EL SECTOR DONDE SE ENCUENTRA UBICADO EL LOTE, PREDOMINA EL USO RESIDENCIAL DE TIPO UNIFAMILIAR. TOPOGRAFÍA PLANA."
19195,MONTERIA,CÓRDOBA,,Parcela 8 Castillo Diaz - Las Tangas. Vereda Guasimal,0,0,COMERCIALIZABLE TERCEROS,RURAL,66820196,FINCA,"INMUEBLE RURAL, CORREGIMIENTO DE VILLA NUEVA, MUNICIPIO DE VALENCIA, LOTE DE TERRENO CON DESTINACIÓN AGRICOLA - GANADERA, CON 8.92 HA"
19339,TARAZA,ANTIOQUIA,,CALLE 47B N° 27 - 25 APARTAMENTO 201 BLOQUE 3,0,0,COMERCIALIZABLE TERCEROS,DOS,66744770,APARTAMENTO,"APARTAMENTO UBICADO EN LA URBANIZACION SAN MARTIN II MUNICIPIO DE TARAZÁ ÁREA 92.83 M2 APROX. CON UNA DISTRIBUCIÓN TRES HABITACIONES, DOS BAÑOS, PATIO DESCUBIERTO CON ZONA DE ROPAS, SALA – COMEDOR Y COCINA."
17861,EL ROSAL,CUNDINAMARCA,,LA MANCHA VEREDA PUERTA DEL CUERO,0,0,COMERCIALIZABLE CON RESTRICCION,RURAL,10683777981,LOTE CON CONSTRUCCION,
18959,CARTAGENA,BOLÍVAR,ALTO BOSQUE,Diagonal 22 No. 53 - 41 Urb. Rincón del Alto Bosque PH Etapa I Bl 1 Apto 408 Dúplex,0,0,COMERCIALIZABLE CON RESTRICCION,TRES,131355000,APARTAMENTO,OPORTUNIDAD DE INVERTIR EN APARTAMENTO DÚPLEX EN CONJUNTO RESIDENCIAL ALTO BOSQUE. IMPORTANTE MULTIFAMILIAR EN BARRIO EL BOSQUE EN CARTAGENA.
18958,CARTAGENA,BOLÍVAR,ALTO BOSQUE,Diagonal 22 No. 53 - 41 Urb. Rincón del Alto Bosque PH Etapa II Bl 4 Apto 407 Dúplex,0,0,COMERCIALIZABLE CON RESTRICCION,TRES,125370000,APARTAMENTO,OPORTUNIDAD DE INVERTIR EN APARTAMENTO DÚPLEX EN CONJUNTO RESIDENCIAL ALTO BOSQUE. IMPORTANTE MULTIFAMILIAR EN BARRIO EL BOSQUE EN CARTAGENA.
17351,PEREIRA,RISARALDA,AV 30 DE AGOSTO,CLL 69 O ACEESO A CUBA AV.  30 DE AGOSTO LOTE 12,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,53401590,LOTE VIVIENDA,
19219,SAN MARTIN,META,,Calle 1 A No. 8-114 -Manzana G-23 - Lote 11,0,0,COMERCIALIZABLE TERCEROS,TRES,50600000,LOTE VIVIENDA,
19131,BOGOTA,CUNDINAMARCA,,CARRERA 42 A  No. 10 A - 09,0,0,COMERCIALIZABLE,TRES,3336090000,BODEGA,
17404,BOGOTA,CUNDINAMARCA,,KR 45B 38 27 SUR MUZU ETAPA 2 COMERCIO N° 1 MZ 17 LOCAL,0,0,COMERCIALIZABLE CON RESTRICCION,TRES,42570000,LOCAL,
18532,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0702,0,0,COMERCIALIZABLE,COMERCIAL,40468000,LOCAL,
19142,CALI,VALLE DEL CAUCA,,Km 8 Vía al Mar Hacienda Saratoga AG 23 Lote 15A,0,0,COMERCIALIZABLE TERCEROS,RURAL,38149440,LOTE CON CONSTRUCCION,"INVIERTA EN ESTE TERRENO CAMPESTRE EN UNA ZONA DE CLIMA TEMPLADO Y BELLOS PAISAJES, SOBRE LA VÍA AL MAR.  EL SECTOR CUENTA CON LOS SERVICIOS DE ACUEDUCTO, GAS NATURAL Y ENERGÍA. CERCANIA CON EL PARADERO DE JEEPS DE PATIO BONITO Y EL CAI FORESTAL."
18439,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0601,0,0,COMERCIALIZABLE,COMERCIAL,37509500,LOCAL,
18443,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0608,0,0,COMERCIALIZABLE,COMERCIAL,36039500,LOCAL,
17341,PEREIRA,RISARALDA,AV 30 DE AGOSTO,CLL 69 O ACEESO A CUBA AV.  30 DE AGOSTO LOTE 11,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,34015370,LOTE VIVIENDA,
18850,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 24 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE,INDUSTRIAL,1764406000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18445,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0611,0,0,COMERCIALIZABLE,COMERCIAL,31335500,LOCAL,
19141,CALI,VALLE DEL CAUCA,,Km 8 Vía al Mar Saladito AG 22 Lote 9E,0,0,COMERCIALIZABLE TERCEROS,RURAL,31062880,LOTE CON CONSTRUCCION,"INVIERTA EN ESTE TERRENO CAMPESTRE EN UNA ZONA DE CLIMA TEMPLADO Y BELLOS PAISAJES, SOBRE LA VÍA AL MAR.  EL SECTOR CUENTA CON LOS SERVICIOS DE ACUEDUCTO, GAS NATURAL Y ENERGÍA. CERCANIA CON EL PARADERO DE JEEPS DE PATIO BONITO Y EL CAI FORESTAL."
19330,BOGOTA,CUNDINAMARCA,,KR 100 17A 41 LC 334,0,0,COMERCIALIZABLE CON RESTRICCION,TRES,30368800,LOCAL,
18522,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0301,0,0,COMERCIALIZABLE,COMERCIAL,29596000,LOCAL,
18523,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0302,0,0,COMERCIALIZABLE,COMERCIAL,29596000,LOCAL,
18524,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0303,0,0,COMERCIALIZABLE,COMERCIAL,29596000,LOCAL,
18525,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0403,0,0,COMERCIALIZABLE,COMERCIAL,29596000,LOCAL,
12732,CALI,VALLE DEL CAUCA,VEREDA EL SALADITO,LOTE 9C DIVISION REALIZADA A LA ANTIGUA HACIENDA SARATOGA,0,0,COMERCIALIZABLE,RURAL,29407403.52,LOTE MIXTO,"INVIERTA EN ESTE TERRENO CAMPESTRE EN UNA ZONA DE CLIMA TEMPLADO Y BELLOS PAISAJES, SOBRE LA VÍA AL MAR.  EL SECTOR CUENTA CON LOS SERVICIOS DE ACUEDUCTO, GAS NATURAL Y ENERGÍA, CERCANIA CON LA ESTACION DE SERVICIO ESSO. LOTE EN PENDIENTE 100%."
19296,BOGOTA,CUNDINAMARCA,,Garaje 14 Calle 123 9C-45 Edificio EDJAK,0,0,COMERCIALIZABLE,CINCO,29185200,GARAJE,
19295,BOGOTA,CUNDINAMARCA,,Garaje 15 Calle 123 9C-45 Edificio EDJAK,0,0,COMERCIALIZABLE,CINCO,28981920,GARAJE,
18499,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1301,0,0,COMERCIALIZABLE,COMERCIAL,28959000,LOCAL,
18038,GIRARDOT,CUNDINAMARCA,,LOCAL 15 CENTRO COMERCIAL EL PEÑON INN PLAZA,0,0,COMERCIALIZABLE CON RESTRICCION,COMERCIAL,84262517.5,LOCAL,
17342,PEREIRA,RISARALDA,AV 30 DE AGOSTO,CLL 69 O ACEESO A CUBA AV.  30 DE AGOSTO LOTE 15,0,0,EN PUJA,CUATRO,28427892.82,LOTE VIVIENDA,
18837,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 1 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,1504512000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18840,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 4 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,1452272000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18176,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2604,0,0,COMERCIALIZABLE,COMERCIAL,27034500,LOCAL,
17190,BUENAVENTURA,VALLE DEL CAUCA,GALEÓN ZONA B,KR 50  N° 4-20  BARRIO GALEON ZONA B,0,0,COMERCIALIZABLE CON RESTRICCION,TRES,26924299,LOTE VIVIENDA,
17007,BUCARAMANGA,SANTANDER,,CALLE 9 NO. 15 79/89 BARRIO CHAPINERO,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,1092904000,BODEGA,
18109,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0607,0,0,COMERCIALIZABLE,COMERCIAL,26130000,LOCAL,
18433,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0513,0,0,COMERCIALIZABLE,COMERCIAL,25896500,LOCAL,
18497,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1201,0,0,COMERCIALIZABLE,COMERCIAL,25406500,LOCAL,
18422,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0403,0,0,COMERCIALIZABLE,COMERCIAL,25093000,LOCAL,
18996,MEDELLIN,ANTIOQUIA,,CL 48  No. 53 - 39 C.C. JAPON INT. 0937,0,0,EN PUJA,COMERCIAL,159924173.1,LOCAL,"GRAN OPORTUNIDAD DE INVERSIÓN LOCAL EN CL. 48 NO. 53 - 39 C.C. JAPÓN INT. 0937 DONDE SE ARTICULAN ACTIVIDADES COMERCIALES, CENTROS COMERCIALES, TIENDAS, EXCELENTES PERSPECTIVAS DE VALORIZACIÓN, MUY BUENAS VÍAS DE ACCESO."
18498,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1208,0,0,COMERCIALIZABLE,COMERCIAL,24012000,LOCAL,
18440,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0602,0,0,COMERCIALIZABLE,COMERCIAL,23920000,LOCAL,
18441,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0606,0,0,COMERCIALIZABLE,COMERCIAL,23920000,LOCAL,
18444,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0610,0,0,COMERCIALIZABLE,COMERCIAL,23920000,LOCAL,
18848,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 23 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,1262902000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18114,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0812,0,0,COMERCIALIZABLE,COMERCIAL,23517000,LOCAL,
18148,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2111,0,0,EN PUJA,COMERCIAL,23517000,LOCAL,
18149,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2112,0,0,EN PUJA,COMERCIAL,23517000,LOCAL,
18838,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 2 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,1247230000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18432,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0512,0,0,COMERCIALIZABLE,COMERCIAL,23250500,LOCAL,
18839,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 3 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,1223722000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18851,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 25 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,COMERCIAL,1221390000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18513,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1421,0,0,COMERCIALIZABLE,COMERCIAL,22295000,LOCAL,
18146,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2101,0,0,COMERCIALIZABLE,COMERCIAL,21708000,LOCAL,
18150,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2201,0,0,COMERCIALIZABLE,COMERCIAL,21708000,LOCAL,
18154,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2222,0,0,COMERCIALIZABLE,COMERCIAL,21708000,LOCAL,
18530,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0603,0,0,EN PUJA,COMERCIAL,21316750,LOCAL,
18507,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1401,0,0,COMERCIALIZABLE,COMERCIAL,21168000,LOCAL,
18847,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 22 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,1115324000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18511,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1411,0,0,COMERCIALIZABLE,COMERCIAL,20874000,LOCAL,
19334,TARAZA,ANTIOQUIA,,LETICIA 21 - PIEDRA BRAVA,0,0,COMERCIALIZABLE TERCEROS,RURAL,20381660,LOTE,"INMUEBLE UBICADO EN EL CORREGIMIENTO DE LA CAUCANA, VEREDA PIEDRA BRAVA DEL MUNICIPIO DE TARAZÁ, LOTE DE TERRENO RURAL AGROPECUARIO, CON CULTIVO DE CAUCHO EL INMUEBLE SE ENCUENTRA CLASIFICADO DENTRO DEL SUELO RURAL DEL MUNICIPIO, EN ZONA DE INCENTIVO"
18510,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1410,0,0,COMERCIALIZABLE,COMERCIAL,20310500,LOCAL,
17798,PEREIRA,RISARALDA,,CALLES 18 Y 19  CARRERAS 5 Y 6  SALIDA CARRERA 5  No. 18 - 43 / CARRERA 5  CALLES 18 Y 19  No. 18 - 49 / CALLE 19 No. 5 - 33  ED CLINICA RISARALDA,0,0,COMERCIALIZABLE CON RESTRICCION,CINCO,3931747250,CLINICA,
18415,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0315,0,0,COMERCIALIZABLE,COMERCIAL,19918500,LOCAL,
18290,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3821,0,0,COMERCIALIZABLE,COMERCIAL,19832000,LOCAL,
18512,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1419,0,0,COMERCIALIZABLE,COMERCIAL,19596000,LOCAL,
18508,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1402,0,0,COMERCIALIZABLE,COMERCIAL,19067000,LOCAL,
18509,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1403,0,0,COMERCIALIZABLE,COMERCIAL,19067000,LOCAL,
17353,PEREIRA,RISARALDA,AV 30 DE AGOSTO,CLL 69 O ACEESO A CUBA AV.  30 DE AGOSTO LOTE 16,0,0,COMERCIALIZABLE CON RESTRICCION,CUATRO,19062435.15,LOTE VIVIENDA,
18478,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1003,0,0,COMERCIALIZABLE,COMERCIAL,18446000,LOCAL,
18846,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 21 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,970358000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18421,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0402,0,0,COMERCIALIZABLE,COMERCIAL,18252500,LOCAL,
18273,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3601,0,0,COMERCIALIZABLE,COMERCIAL,18228000,LOCAL,
18450,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0710,0,0,COMERCIALIZABLE,COMERCIAL,18203500,LOCAL,
18413,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0301,0,0,COMERCIALIZABLE,COMERCIAL,18007500,LOCAL,
18468,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0901,0,0,EN PUJA,COMERCIAL,17566500,LOCAL,
18475,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0922,0,0,COMERCIALIZABLE,COMERCIAL,17566500,LOCAL,
18845,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 20 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,925954000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18423,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0404,0,0,COMERCIALIZABLE,COMERCIAL,17419500,LOCAL,
18503,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1312,0,0,COMERCIALIZABLE,COMERCIAL,17419500,LOCAL,
18416,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0316,0,0,COMERCIALIZABLE,COMERCIAL,17223500,LOCAL,
